  0%|                                                                          | 0/93765 [00:00<?, ?it/s]`use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\bitsandbytes\autograd\_functions.py:185: UserWarning: MatMul8bitLt: inputs will be cast from torch.float32 to float16 during quantization
  warnings.warn(f"MatMul8bitLt: inputs will be cast from {A.dtype} to float16 during quantization")
                                                                                                         
{'loss': 0.768, 'grad_norm': 1.8348621129989624, 'learning_rate': 7.996160614301713e-06, 'epoch': 9.01}
{'loss': 0.675, 'grad_norm': 6.290285587310791, 'learning_rate': 3.3903908707940065e-06, 'epoch': 12.46}
{'loss': 0.656, 'grad_norm': 3.229790687561035, 'learning_rate': 3.3690609502479605e-06, 'epoch': 12.48}
{'loss': 0.7123, 'grad_norm': 3.284703254699707, 'learning_rate': 3.3477310297019146e-06, 'epoch': 12.49}
{'loss': 0.662, 'grad_norm': 3.4798126220703125, 'learning_rate': 3.3264011091558686e-06, 'epoch': 12.51}
{'loss': 0.6947, 'grad_norm': 2.8838717937469482, 'learning_rate': 3.3050711886098227e-06, 'epoch': 12.53}
{'loss': 0.6544, 'grad_norm': 2.463698625564575, 'learning_rate': 3.2837412680637763e-06, 'epoch': 12.54}
{'loss': 0.6674, 'grad_norm': 3.1238901615142822, 'learning_rate': 3.262411347517731e-06, 'epoch': 12.56}
{'loss': 0.6644, 'grad_norm': 3.1748759746551514, 'learning_rate': 3.2410814269716852e-06, 'epoch': 12.57}
{'loss': 0.6568, 'grad_norm': 2.8363351821899414, 'learning_rate': 3.219751506425639e-06, 'epoch': 12.59}
{'loss': 0.701, 'grad_norm': 2.967885732650757, 'learning_rate': 3.198421585879593e-06, 'epoch': 12.61}
{'loss': 0.6429, 'grad_norm': 1.5340754985809326, 'learning_rate': 3.177091665333547e-06, 'epoch': 12.62}
{'loss': 0.6148, 'grad_norm': 3.6092050075531006, 'learning_rate': 3.155761744787501e-06, 'epoch': 12.64}
{'loss': 0.6348, 'grad_norm': 3.475236654281616, 'learning_rate': 3.134431824241455e-06, 'epoch': 12.65}
{'loss': 0.6252, 'grad_norm': 2.313483238220215, 'learning_rate': 3.113101903695409e-06, 'epoch': 12.67}
{'loss': 0.6958, 'grad_norm': 4.794732570648193, 'learning_rate': 3.091771983149363e-06, 'epoch': 12.69}
{'loss': 0.6568, 'grad_norm': 2.8646700382232666, 'learning_rate': 3.070442062603317e-06, 'epoch': 12.7}
{'loss': 0.6479, 'grad_norm': 2.5204520225524902, 'learning_rate': 3.0491121420572712e-06, 'epoch': 12.72}
{'loss': 0.6418, 'grad_norm': 3.0209221839904785, 'learning_rate': 3.0279955207166855e-06, 'epoch': 12.73}
{'loss': 0.718, 'grad_norm': 3.365896701812744, 'learning_rate': 3.0066656001706395e-06, 'epoch': 12.75}
{'loss': 0.627, 'grad_norm': 2.213872194290161, 'learning_rate': 2.9853356796245936e-06, 'epoch': 12.77}
{'loss': 0.6911, 'grad_norm': 3.5637454986572266, 'learning_rate': 2.9640057590785476e-06, 'epoch': 12.78}
{'loss': 0.7273, 'grad_norm': 2.3984007835388184, 'learning_rate': 2.9426758385325017e-06, 'epoch': 12.8}
{'loss': 0.6473, 'grad_norm': 3.3312618732452393, 'learning_rate': 2.9213459179864557e-06, 'epoch': 12.81}
{'loss': 0.6813, 'grad_norm': 2.835270404815674, 'learning_rate': 2.90022929664587e-06, 'epoch': 12.83}
{'loss': 0.62, 'grad_norm': 3.073960065841675, 'learning_rate': 2.878899376099824e-06, 'epoch': 12.85}
{'loss': 0.5931, 'grad_norm': 3.786837577819824, 'learning_rate': 2.857569455553778e-06, 'epoch': 12.86}
{'loss': 0.6516, 'grad_norm': 3.380481481552124, 'learning_rate': 2.836239535007732e-06, 'epoch': 12.88}
{'loss': 0.7363, 'grad_norm': 2.639561653137207, 'learning_rate': 2.814909614461686e-06, 'epoch': 12.89}
{'loss': 0.6527, 'grad_norm': 2.974684476852417, 'learning_rate': 2.7935796939156407e-06, 'epoch': 12.91}
{'loss': 0.6543, 'grad_norm': 3.4542229175567627, 'learning_rate': 2.7722497733695947e-06, 'epoch': 12.93}
{'loss': 0.6418, 'grad_norm': 3.3135762214660645, 'learning_rate': 2.7509198528235488e-06, 'epoch': 12.94}
{'loss': 0.6488, 'grad_norm': 3.2659852504730225, 'learning_rate': 2.729589932277503e-06, 'epoch': 12.96}
{'loss': 0.6558, 'grad_norm': 3.5103249549865723, 'learning_rate': 2.708260011731457e-06, 'epoch': 12.97}
{'loss': 0.6448, 'grad_norm': 3.2087252140045166, 'learning_rate': 2.686930091185411e-06, 'epoch': 12.99}
  warnings.warn(f"MatMul8bitLt: inputs will be cast from {A.dtype} to float16 during quantization")      
{'eval_loss': 1.232793927192688, 'eval_runtime': 8869.3052, 'eval_samples_per_second': 0.1, 'eval_steps_per_second': 0.013, 'epoch': 13.0}
                                                                                                         
{'loss': 0.6906, 'grad_norm': 3.419412136077881, 'learning_rate': 2.6656001706393645e-06, 'epoch': 13.01}
{'loss': 0.6569, 'grad_norm': 4.386729717254639, 'learning_rate': 2.6442702500933186e-06, 'epoch': 13.02}
{'loss': 0.697, 'grad_norm': 3.9478213787078857, 'learning_rate': 2.6229403295472726e-06, 'epoch': 13.04}
{'loss': 0.6548, 'grad_norm': 1.8962867259979248, 'learning_rate': 2.6016104090012267e-06, 'epoch': 13.05}
{'loss': 0.6944, 'grad_norm': 3.3429014682769775, 'learning_rate': 2.5802804884551807e-06, 'epoch': 13.07}
{'loss': 0.5875, 'grad_norm': 0.9841320514678955, 'learning_rate': 2.5589505679091348e-06, 'epoch': 13.09}
{'loss': 0.666, 'grad_norm': 3.7969610691070557, 'learning_rate': 2.537620647363089e-06, 'epoch': 13.1}
{'loss': 0.6446, 'grad_norm': 3.7098286151885986, 'learning_rate': 2.516290726817043e-06, 'epoch': 13.12}
{'loss': 0.6006, 'grad_norm': 2.548729181289673, 'learning_rate': 2.494960806270997e-06, 'epoch': 13.13}
{'loss': 0.6743, 'grad_norm': 2.909642457962036, 'learning_rate': 2.473630885724951e-06, 'epoch': 13.15}
{'loss': 0.6704, 'grad_norm': 2.116583824157715, 'learning_rate': 2.452300965178905e-06, 'epoch': 13.17}
{'loss': 0.6285, 'grad_norm': 2.4266574382781982, 'learning_rate': 2.4309710446328586e-06, 'epoch': 13.18}
{'loss': 0.6523, 'grad_norm': 3.3421857357025146, 'learning_rate': 2.409641124086813e-06, 'epoch': 13.2}
{'loss': 0.6215, 'grad_norm': 3.516597032546997, 'learning_rate': 2.388311203540767e-06, 'epoch': 13.21}
{'loss': 0.7041, 'grad_norm': 7.357857704162598, 'learning_rate': 2.3669812829947212e-06, 'epoch': 13.23}
{'loss': 0.6536, 'grad_norm': 3.5519261360168457, 'learning_rate': 2.3456513624486753e-06, 'epoch': 13.25}
{'loss': 0.6782, 'grad_norm': 1.5292655229568481, 'learning_rate': 2.3243214419026293e-06, 'epoch': 13.26}
{'loss': 0.6651, 'grad_norm': 2.6475720405578613, 'learning_rate': 2.3029915213565834e-06, 'epoch': 13.28}
{'loss': 0.6994, 'grad_norm': 12.159993171691895, 'learning_rate': 2.281661600810537e-06, 'epoch': 13.29}
{'loss': 0.6719, 'grad_norm': 3.656362771987915, 'learning_rate': 2.260331680264491e-06, 'epoch': 13.31}
{'loss': 0.6646, 'grad_norm': 3.047800064086914, 'learning_rate': 2.2392150589239057e-06, 'epoch': 13.33}
{'loss': 0.6501, 'grad_norm': 2.8941683769226074, 'learning_rate': 2.2178851383778598e-06, 'epoch': 13.34}
{'loss': 0.6533, 'grad_norm': 2.9547441005706787, 'learning_rate': 2.196555217831814e-06, 'epoch': 13.36}
{'loss': 0.6285, 'grad_norm': 3.29559063911438, 'learning_rate': 2.175225297285768e-06, 'epoch': 13.37}
{'loss': 0.6713, 'grad_norm': 3.329669237136841, 'learning_rate': 2.153895376739722e-06, 'epoch': 13.39}
{'loss': 0.6551, 'grad_norm': 2.3054447174072266, 'learning_rate': 2.132565456193676e-06, 'epoch': 13.41}
{'loss': 0.6886, 'grad_norm': 3.3439853191375732, 'learning_rate': 2.11123553564763e-06, 'epoch': 13.42}
{'loss': 0.6834, 'grad_norm': 2.3409836292266846, 'learning_rate': 2.089905615101584e-06, 'epoch': 13.44}
{'loss': 0.6416, 'grad_norm': 1.6864277124404907, 'learning_rate': 2.068575694555538e-06, 'epoch': 13.45}
{'loss': 0.6531, 'grad_norm': 3.5097620487213135, 'learning_rate': 2.047245774009492e-06, 'epoch': 13.47}
{'loss': 0.6598, 'grad_norm': 4.134899616241455, 'learning_rate': 2.0259158534634458e-06, 'epoch': 13.49}
{'loss': 0.6654, 'grad_norm': 2.1245853900909424, 'learning_rate': 2.0045859329174e-06, 'epoch': 13.5}
{'loss': 0.6539, 'grad_norm': 3.4501025676727295, 'learning_rate': 1.983256012371354e-06, 'epoch': 13.52}
{'loss': 0.6662, 'grad_norm': 2.914275646209717, 'learning_rate': 1.961926091825308e-06, 'epoch': 13.53}
{'loss': 0.6536, 'grad_norm': 3.0150861740112305, 'learning_rate': 1.940596171279262e-06, 'epoch': 13.55}
{'loss': 0.6691, 'grad_norm': 3.185275077819824, 'learning_rate': 1.919266250733216e-06, 'epoch': 13.57}
{'loss': 0.6523, 'grad_norm': 3.7768123149871826, 'learning_rate': 1.8979363301871703e-06, 'epoch': 13.58}
{'loss': 0.5967, 'grad_norm': 3.531820297241211, 'learning_rate': 1.8766064096411243e-06, 'epoch': 13.6}
{'loss': 0.6615, 'grad_norm': 3.4694955348968506, 'learning_rate': 1.8552764890950784e-06, 'epoch': 13.61}
{'loss': 0.5965, 'grad_norm': 3.3943943977355957, 'learning_rate': 1.8339465685490324e-06, 'epoch': 13.63}
{'loss': 0.6622, 'grad_norm': 3.0343246459960938, 'learning_rate': 1.8126166480029863e-06, 'epoch': 13.65}
{'loss': 0.6704, 'grad_norm': 3.4500067234039307, 'learning_rate': 1.7912867274569403e-06, 'epoch': 13.66}
{'loss': 0.6386, 'grad_norm': 2.9843063354492188, 'learning_rate': 1.7699568069108944e-06, 'epoch': 13.68}
{'loss': 0.635, 'grad_norm': 3.138550281524658, 'learning_rate': 1.7486268863648484e-06, 'epoch': 13.69}
{'loss': 0.6646, 'grad_norm': 3.280240535736084, 'learning_rate': 1.7272969658188025e-06, 'epoch': 13.71}
{'loss': 0.6569, 'grad_norm': 3.636183500289917, 'learning_rate': 1.7059670452727565e-06, 'epoch': 13.73}
{'loss': 0.6919, 'grad_norm': 2.1545181274414062, 'learning_rate': 1.6846371247267104e-06, 'epoch': 13.74}
{'loss': 0.6631, 'grad_norm': 2.5921401977539062, 'learning_rate': 1.6633072041806644e-06, 'epoch': 13.76}
{'loss': 0.6268, 'grad_norm': 4.2429327964782715, 'learning_rate': 1.642190582840079e-06, 'epoch': 13.77}
{'loss': 0.6001, 'grad_norm': 3.2086915969848633, 'learning_rate': 1.6208606622940331e-06, 'epoch': 13.79}
{'loss': 0.6601, 'grad_norm': 3.6896984577178955, 'learning_rate': 1.5995307417479872e-06, 'epoch': 13.81}
{'loss': 0.6664, 'grad_norm': 3.0566606521606445, 'learning_rate': 1.5782008212019412e-06, 'epoch': 13.82}
{'loss': 0.6514, 'grad_norm': 2.916995048522949, 'learning_rate': 1.5568709006558953e-06, 'epoch': 13.84}
{'loss': 0.6949, 'grad_norm': 2.9871773719787598, 'learning_rate': 1.5355409801098491e-06, 'epoch': 13.85}
{'loss': 0.6673, 'grad_norm': 3.8316726684570312, 'learning_rate': 1.5142110595638032e-06, 'epoch': 13.87}
{'loss': 0.619, 'grad_norm': 2.687668800354004, 'learning_rate': 1.4928811390177572e-06, 'epoch': 13.89}
{'loss': 0.6399, 'grad_norm': 5.064040184020996, 'learning_rate': 1.4715512184717113e-06, 'epoch': 13.9}
{'loss': 0.6536, 'grad_norm': 3.5883777141571045, 'learning_rate': 1.4502212979256653e-06, 'epoch': 13.92}
{'loss': 0.6785, 'grad_norm': 2.9133710861206055, 'learning_rate': 1.4288913773796191e-06, 'epoch': 13.93}
{'loss': 0.6421, 'grad_norm': 3.488295793533325, 'learning_rate': 1.4075614568335736e-06, 'epoch': 13.95}
{'loss': 0.6242, 'grad_norm': 6.660158157348633, 'learning_rate': 1.3862315362875275e-06, 'epoch': 13.97}
{'loss': 0.6627, 'grad_norm': 3.2056570053100586, 'learning_rate': 1.3649016157414815e-06, 'epoch': 13.98}
{'loss': 0.621, 'grad_norm': 3.176093816757202, 'learning_rate': 1.3435716951954356e-06, 'epoch': 14.0}
  warnings.warn(f"MatMul8bitLt: inputs will be cast from {A.dtype} to float16 during quantization")      
{'eval_loss': 1.2444852590560913, 'eval_runtime': 8758.9099, 'eval_samples_per_second': 0.101, 'eval_steps_per_second': 0.013, 'epoch': 14.0}
                                                                                                         
{'loss': 0.6463, 'grad_norm': 5.371862411499023, 'learning_rate': 1.3222417746493896e-06, 'epoch': 14.01}
{'loss': 0.6483, 'grad_norm': 2.7941715717315674, 'learning_rate': 1.3009118541033437e-06, 'epoch': 14.03}
{'loss': 0.6674, 'grad_norm': 2.506587266921997, 'learning_rate': 1.2795819335572975e-06, 'epoch': 14.05}
{'loss': 0.6784, 'grad_norm': 4.0511603355407715, 'learning_rate': 1.2582520130112515e-06, 'epoch': 14.06}
{'loss': 0.6968, 'grad_norm': 3.04136061668396, 'learning_rate': 1.2369220924652056e-06, 'epoch': 14.08}
{'loss': 0.6399, 'grad_norm': 3.963871955871582, 'learning_rate': 1.2155921719191598e-06, 'epoch': 14.09}
{'loss': 0.6689, 'grad_norm': 3.556442975997925, 'learning_rate': 1.1942622513731137e-06, 'epoch': 14.11}
{'loss': 0.6077, 'grad_norm': 1.7421661615371704, 'learning_rate': 1.1729323308270677e-06, 'epoch': 14.13}
{'loss': 0.6778, 'grad_norm': 5.843634605407715, 'learning_rate': 1.1516024102810218e-06, 'epoch': 14.14}
{'loss': 0.6362, 'grad_norm': 3.6770424842834473, 'learning_rate': 1.1302724897349758e-06, 'epoch': 14.16}
{'loss': 0.6115, 'grad_norm': 3.428541660308838, 'learning_rate': 1.1089425691889299e-06, 'epoch': 14.17}
{'loss': 0.5697, 'grad_norm': 2.8256051540374756, 'learning_rate': 1.087612648642884e-06, 'epoch': 14.19}
{'loss': 0.7337, 'grad_norm': 5.0731024742126465, 'learning_rate': 1.066282728096838e-06, 'epoch': 14.21}
{'loss': 0.6079, 'grad_norm': 3.6878490447998047, 'learning_rate': 1.044952807550792e-06, 'epoch': 14.22}
{'loss': 0.6754, 'grad_norm': 3.1801228523254395, 'learning_rate': 1.023622887004746e-06, 'epoch': 14.24}
{'loss': 0.6662, 'grad_norm': 4.078007698059082, 'learning_rate': 1.0022929664587e-06, 'epoch': 14.25}
{'loss': 0.6263, 'grad_norm': 3.1447417736053467, 'learning_rate': 9.80963045912654e-07, 'epoch': 14.27}
{'loss': 0.7263, 'grad_norm': 3.316096544265747, 'learning_rate': 9.59633125366608e-07, 'epoch': 14.29}
{'loss': 0.6145, 'grad_norm': 1.640144944190979, 'learning_rate': 9.383032048205622e-07, 'epoch': 14.3}
{'loss': 0.6459, 'grad_norm': 3.247159957885742, 'learning_rate': 9.171865834799766e-07, 'epoch': 14.32}
{'loss': 0.6561, 'grad_norm': 2.0784804821014404, 'learning_rate': 8.958566629339306e-07, 'epoch': 14.33}
{'loss': 0.6856, 'grad_norm': 3.6453428268432617, 'learning_rate': 8.745267423878846e-07, 'epoch': 14.35}
{'loss': 0.6055, 'grad_norm': 3.8379592895507812, 'learning_rate': 8.531968218418388e-07, 'epoch': 14.37}
{'loss': 0.6126, 'grad_norm': 3.3670899868011475, 'learning_rate': 8.318669012957928e-07, 'epoch': 14.38}
{'loss': 0.6327, 'grad_norm': 6.147674083709717, 'learning_rate': 8.105369807497468e-07, 'epoch': 14.4}
{'loss': 0.63, 'grad_norm': 3.7076828479766846, 'learning_rate': 7.892070602037008e-07, 'epoch': 14.41}
{'loss': 0.6597, 'grad_norm': 2.804680109024048, 'learning_rate': 7.678771396576548e-07, 'epoch': 14.43}
{'loss': 0.6121, 'grad_norm': 2.134720802307129, 'learning_rate': 7.465472191116088e-07, 'epoch': 14.45}
{'loss': 0.6438, 'grad_norm': 3.6087124347686768, 'learning_rate': 7.25217298565563e-07, 'epoch': 14.46}
{'loss': 0.6442, 'grad_norm': 2.413520574569702, 'learning_rate': 7.03887378019517e-07, 'epoch': 14.48}
{'loss': 0.63, 'grad_norm': 1.938294529914856, 'learning_rate': 6.82557457473471e-07, 'epoch': 14.49}
{'loss': 0.6358, 'grad_norm': 1.501554012298584, 'learning_rate': 6.61227536927425e-07, 'epoch': 14.51}
{'loss': 0.6308, 'grad_norm': 2.670152425765991, 'learning_rate': 6.398976163813791e-07, 'epoch': 14.53}
{'loss': 0.64, 'grad_norm': 3.3889360427856445, 'learning_rate': 6.185676958353331e-07, 'epoch': 14.54}
{'loss': 0.6689, 'grad_norm': 3.508819103240967, 'learning_rate': 5.97237775289287e-07, 'epoch': 14.56}
{'loss': 0.6248, 'grad_norm': 2.501498222351074, 'learning_rate': 5.759078547432411e-07, 'epoch': 14.57}
{'loss': 0.6309, 'grad_norm': 3.9294090270996094, 'learning_rate': 5.545779341971951e-07, 'epoch': 14.59}
{'loss': 0.6004, 'grad_norm': 2.9595084190368652, 'learning_rate': 5.332480136511492e-07, 'epoch': 14.61}
{'loss': 0.6501, 'grad_norm': 3.341876745223999, 'learning_rate': 5.119180931051032e-07, 'epoch': 14.62}
{'loss': 0.6504, 'grad_norm': 1.8575879335403442, 'learning_rate': 4.905881725590573e-07, 'epoch': 14.64}
{'loss': 0.6478, 'grad_norm': 2.3630599975585938, 'learning_rate': 4.692582520130113e-07, 'epoch': 14.65}
{'loss': 0.6572, 'grad_norm': 3.0024728775024414, 'learning_rate': 4.479283314669653e-07, 'epoch': 14.67}
{'loss': 0.6339, 'grad_norm': 3.2163267135620117, 'learning_rate': 4.265984109209194e-07, 'epoch': 14.69}
{'loss': 0.7055, 'grad_norm': 2.7925925254821777, 'learning_rate': 4.052684903748734e-07, 'epoch': 14.7}
{'loss': 0.6415, 'grad_norm': 2.101034164428711, 'learning_rate': 3.839385698288274e-07, 'epoch': 14.72}
{'loss': 0.6886, 'grad_norm': 3.183854103088379, 'learning_rate': 3.626086492827815e-07, 'epoch': 14.73}
{'loss': 0.688, 'grad_norm': 3.159511089324951, 'learning_rate': 3.412787287367355e-07, 'epoch': 14.75}
{'loss': 0.5959, 'grad_norm': 3.913499116897583, 'learning_rate': 3.1994880819068953e-07, 'epoch': 14.77}
{'loss': 0.6574, 'grad_norm': 3.275644302368164, 'learning_rate': 2.986188876446435e-07, 'epoch': 14.78}
{'loss': 0.6388, 'grad_norm': 3.6780049800872803, 'learning_rate': 2.772889670985976e-07, 'epoch': 14.8}
{'loss': 0.6931, 'grad_norm': 3.2124617099761963, 'learning_rate': 2.559590465525516e-07, 'epoch': 14.81}
{'loss': 0.6474, 'grad_norm': 2.851621627807617, 'learning_rate': 2.3462912600650565e-07, 'epoch': 14.83}
{'loss': 0.5785, 'grad_norm': 3.23197603225708, 'learning_rate': 2.132992054604597e-07, 'epoch': 14.85}
{'loss': 0.6095, 'grad_norm': 3.37945556640625, 'learning_rate': 1.919692849144137e-07, 'epoch': 14.86}
{'loss': 0.7068, 'grad_norm': 3.6986348628997803, 'learning_rate': 1.7063936436836774e-07, 'epoch': 14.88}
{'loss': 0.6399, 'grad_norm': 3.27512526512146, 'learning_rate': 1.4930944382232176e-07, 'epoch': 14.89}
{'loss': 0.6253, 'grad_norm': 3.439572334289551, 'learning_rate': 1.279795232762758e-07, 'epoch': 14.91}
{'loss': 0.6642, 'grad_norm': 3.3153538703918457, 'learning_rate': 1.0664960273022985e-07, 'epoch': 14.93}
{'loss': 0.6169, 'grad_norm': 1.2124828100204468, 'learning_rate': 8.553298138964434e-08, 'epoch': 14.94}
{'loss': 0.6791, 'grad_norm': 3.7457008361816406, 'learning_rate': 6.420306084359836e-08, 'epoch': 14.96}
{'loss': 0.6258, 'grad_norm': 3.7208638191223145, 'learning_rate': 4.28731402975524e-08, 'epoch': 14.97}
{'loss': 0.6203, 'grad_norm': 2.6502017974853516, 'learning_rate': 2.1543219751506424e-08, 'epoch': 14.99}
  File "C:\Users\dahun\Financial-LLM-Optimization\train_lora_8bit.py", line 99, in <module>05, 75.92s/it]
    trainer.train(resume_from_checkpoint=True)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\transformers\trainer.py", line 2237, in train
    return inner_training_loop(
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\transformers\trainer.py", line 2694, in _inner_training_loop
    self._maybe_log_save_evaluate(
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\transformers\trainer.py", line 3133, in _maybe_log_save_evaluate
    metrics = self._evaluate(trial, ignore_keys_for_eval)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\transformers\trainer.py", line 3082, in _evaluate
    metrics = self.evaluate(ignore_keys=ignore_keys_for_eval)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\transformers\trainer.py", line 4249, in evaluate
    output = eval_loop(
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\transformers\trainer.py", line 4444, in evaluation_loop
    losses, logits, labels = self.prediction_step(model, inputs, prediction_loss_only, ignore_keys=ignore_keys)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\transformers\trainer.py", line 4660, in prediction_step
    loss, outputs = self.compute_loss(model, inputs, return_outputs=True)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\transformers\trainer.py", line 3879, in compute_loss
    outputs = model(**inputs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\torch\nn\modules\module.py", line 1751, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\torch\nn\modules\module.py", line 1762, in _call_impl
    return forward_call(*args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\accelerate\utils\operations.py", line 818, in forward
    return model_forward(*args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\accelerate\utils\operations.py", line 806, in __call__
    return convert_to_fp32(self.model_forward(*args, **kwargs))
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\torch\amp\autocast_mode.py", line 44, in decorate_autocast
    return func(*args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\peft\peft_model.py", line 1845, in forward
    return self.base_model(
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\torch\nn\modules\module.py", line 1751, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\torch\nn\modules\module.py", line 1762, in _call_impl
    return forward_call(*args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\peft\tuners\tuners_utils.py", line 216, in forward
    return self.model.forward(*args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\transformers\utils\generic.py", line 961, in wrapper
    output = func(self, *args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\transformers\models\llama\modeling_llama.py", line 460, in forward
    outputs: BaseModelOutputWithPast = self.model(
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\torch\nn\modules\module.py", line 1751, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\torch\nn\modules\module.py", line 1762, in _call_impl
    return forward_call(*args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\transformers\utils\generic.py", line 1069, in wrapper
    outputs = func(self, *args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\transformers\models\llama\modeling_llama.py", line 390, in forward
    hidden_states = decoder_layer(
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\transformers\modeling_layers.py", line 94, in __call__
    return super().__call__(*args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\torch\nn\modules\module.py", line 1751, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\torch\nn\modules\module.py", line 1762, in _call_impl
    return forward_call(*args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\transformers\models\llama\modeling_llama.py", line 289, in forward
    hidden_states, _ = self.self_attn(
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\torch\nn\modules\module.py", line 1751, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\torch\nn\modules\module.py", line 1762, in _call_impl
    return forward_call(*args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\transformers\models\llama\modeling_llama.py", line 234, in forward
    value_states = self.v_proj(hidden_states).view(hidden_shape).transpose(1, 2)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\torch\nn\modules\module.py", line 1751, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\torch\nn\modules\module.py", line 1762, in _call_impl
    return forward_call(*args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\peft\tuners\lora\bnb.py", line 227, in forward
    result = self.base_layer(x, *args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\torch\nn\modules\module.py", line 1751, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\torch\nn\modules\module.py", line 1762, in _call_impl
    return forward_call(*args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\bitsandbytes\nn\modules.py", line 1004, in forward
    out = bnb.matmul(x, self.weight, bias=self.bias, state=self.state)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\bitsandbytes\autograd\_functions.py", line 369, in matmul
    return MatMul8bitLt.apply(A, B, out, bias, state)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\torch\autograd\function.py", line 575, in apply
    return super().apply(*args, **kwargs)  # type: ignore[misc]
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\bitsandbytes\autograd\_functions.py", line 196, in forward
    CA, SCA, outlier_cols = F.int8_vectorwise_quant(A.to(torch.float16), threshold=state.threshold)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\bitsandbytes\functional.py", line 2245, in int8_vectorwise_quant
    return torch.ops.bitsandbytes.int8_vectorwise_quant.default(A, threshold)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\torch\_ops.py", line 756, in __call__
    return self._op(*args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\torch\_compile.py", line 51, in inner
    return disable_fn(*args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\torch\_dynamo\eval_frame.py", line 838, in _fn
    return fn(*args, **kwargs)
  File "C:\Users\dahun\Financial-LLM-Optimization\.venv\lib\site-packages\torch\library.py", line 719, in func_no_dynamo
    return func(*args, **kwargs)
